index,Source_airport,Destination_airport,Source_Latitude,Source_Longitude,Destination_Latitude,Destination_Longitude
883,SPN,CAN,15.119,145.729,23.184,113.266
885,SWA,CKG,23.4,116.683,29.719,106.641
886,SYD,CKG,-33.946,151.177,29.719,106.641
897,SZX,CKG,22.639,113.812,29.719,106.641
898,SZX,CTU,22.639,113.812,30.578,103.947
900,TAO,CTU,36.263,120.375,30.578,103.947
901,TAO,KMG,36.263,120.375,24.992,102.743
910,TPE,KMG,25.08,121.232,24.992,102.743
911,TSA,CKG,25.069,121.552,29.719,106.641
912,TSA,CTU,25.069,121.552,30.578,103.947
914,TSN,CKG,39.124,117.346,29.719,106.641
915,TSN,CTU,39.124,117.346,30.578,103.947
916,TSN,HGH,39.124,117.346,30.228,120.432
917,TSN,HRB,39.124,117.346,45.623,126.25
918,TSN,LHW,39.124,117.346,31.889,-81.562
920,TYN,CKG,37.747,112.629,29.719,106.641
921,TYN,CTU,37.747,112.629,30.578,103.947
923,TYN,HGH,37.747,112.629,30.228,120.432
926,URC,CGO,43.907,87.474,34.519,113.841
927,URC,CKG,43.907,87.474,29.719,106.641
928,URC,CTU,43.907,87.474,30.578,103.947
929,URC,KHG,43.907,87.474,39.543,76.022
930,URC,XIY,43.907,87.474,34.446,108.752
937,WUH,CKG,30.784,114.208,29.719,106.641
938,WUH,CTU,30.784,114.208,30.578,103.947
939,WUH,HRB,30.784,114.208,45.623,126.25
941,WUH,NNG,30.784,114.208,22.608,108.172
949,XIC,CTU,27.989,102.184,30.578,103.947
951,XIY,CKG,34.446,108.752,29.719,106.641
952,XIY,CTU,34.446,108.752,30.578,103.947
953,XIY,FOC,34.446,108.752,25.933,119.662
955,XIY,HRB,34.446,108.752,45.623,126.25
956,XIY,KMG,34.446,108.752,24.992,102.743
960,XIY,URC,34.446,108.752,43.907,87.474
962,XIY,XMN,34.446,108.752,24.544,118.127
965,XMN,CSX,24.544,118.127,28.189,113.219
966,XMN,CTU,24.544,118.127,30.578,103.947
968,XMN,KMG,24.544,118.127,24.992,102.743
970,XMN,XIY,24.544,118.127,34.446,108.752
996,LAS,LAX,36.08,-115.152,33.942,-118.408
997,LAX,LAS,33.942,-118.408,36.08,-115.152
998,CAI,TLV,30.122,31.406,32.009,34.877
999,TLV,CAI,32.009,34.877,30.122,31.406
1004,TLJ,MCG,62.894,-155.976,62.953,-155.606
1006,NCU,VKO,42.486,59.623,55.591,37.261
1020,VKO,NCU,55.591,37.261,42.486,59.623
1025,BKK,DAC,13.912,100.607,23.843,90.398
1027,CCU,CGP,22.655,88.447,22.249,91.813
1028,CCU,DAC,22.655,88.447,23.843,90.398
1029,CGP,CCU,22.249,91.813,22.655,88.447
1030,CGP,DAC,22.249,91.813,23.843,90.398
1031,CGP,MCT,22.249,91.813,23.593,58.284
1032,CXB,DAC,21.452,91.964,23.843,90.398
1033,DAC,BKK,23.843,90.398,13.912,100.607
1035,DAC,CCU,23.843,90.398,22.655,88.447
1036,DAC,CGP,23.843,90.398,22.249,91.813
1037,DAC,CXB,23.843,90.398,21.452,91.964
1038,DAC,DXB,23.843,90.398,25.255,55.364
1039,DAC,JED,23.843,90.398,21.679,39.156
1040,DAC,JSR,23.843,90.398,23.184,89.161
1041,DAC,KTM,23.843,90.398,27.696,85.359
1042,DAC,KUL,23.843,90.398,2.746,101.71
1043,DAC,MCT,23.843,90.398,23.593,58.284
1044,DAC,SPD,23.843,90.398,25.759,88.909
1045,DAC,ZYL,23.843,90.398,24.963,91.867
1046,DXB,DAC,25.255,55.364,23.843,90.398
1047,JED,DAC,21.679,39.156,23.843,90.398
1048,JSR,DAC,23.184,89.161,23.843,90.398
1049,KTM,DAC,27.696,85.359,23.843,90.398
1050,KUL,DAC,2.746,101.71,23.843,90.398
1051,MCT,CGP,23.593,58.284,22.249,91.813
1052,MCT,DAC,23.593,58.284,23.843,90.398
1053,RJH,DAC,24.437,88.616,23.843,90.398
1054,SPD,DAC,25.759,88.909,23.843,90.398
1055,SPD,RJH,25.759,88.909,24.437,88.616
1056,ZYL,DAC,24.963,91.867,23.843,90.398
1066,MIA,PUJ,25.793,-80.291,18.567,-68.363
1068,PUJ,MIA,18.567,-68.363,25.793,-80.291
1069,YEG,YXY,53.31,-113.58,60.709,-135.068
1070,YLW,YVR,49.956,-119.378,49.195,-123.182
1071,YLW,YXY,49.956,-119.378,60.709,-135.068
1072,YOW,YZF,45.323,-75.669,62.463,-114.44
1073,YVR,YLW,49.195,-123.182,49.956,-119.378
1074,YVR,YXY,49.195,-123.182,60.709,-135.068
1075,YXY,YLW,60.709,-135.068,49.956,-119.378
1076,YXY,YVR,60.709,-135.068,49.195,-123.182
1077,YXY,YYC,60.709,-135.068,51.114,-114.02
1078,YXY,YZF,60.709,-135.068,62.463,-114.44
1079,YYC,YEG,51.114,-114.02,53.31,-113.58
1080,YZF,YOW,62.463,-114.44,45.323,-75.669
1081,YZF,YXY,62.463,-114.44,60.709,-135.068
1082,ACA,MEX,16.757,-99.753,19.436,-99.072
1083,ACA,TLC,16.757,-99.753,19.337,-99.566
1084,AGU,MEX,21.705,-102.318,19.436,-99.072
1085,BOG,MEX,4.701,-74.147,19.436,-99.072
1086,CEN,MEX,27.392,-109.833,19.436,-99.072
1087,CJS,MEX,31.636,-106.429,19.436,-99.072
1088,CME,MEX,18.654,-91.799,19.436,-99.072
1089,CPE,MEX,19.817,-90.5,19.436,-99.072
1090,CTM,MEX,18.504,-88.327,19.436,-99.072
1091,CUL,MEX,24.764,-107.474,19.436,-99.072
1092,CUN,MEX,21.036,-86.877,19.436,-99.072
1093,CUN,MTY,21.036,-86.877,25.778,-100.107
1094,CUN,TLC,21.036,-86.877,19.337,-99.566
1095,CUU,MEX,28.703,-105.964,19.436,-99.072
1096,CZM,MEX,20.522,-86.926,19.436,-99.072
1097,GDL,MEX,20.522,-103.311,19.436,-99.072
1098,GDL,MTY,20.522,-103.311,25.778,-100.107
1099,GDL,SAT,20.522,-103.311,29.534,-98.47
1100,GDL,SJD,20.522,-103.311,23.152,-109.721
1101,GDL,SNA,20.522,-103.311,33.676,-117.868
1102,GDL,TIJ,20.522,-103.311,32.541,-116.97
1103,GUA,MEX,14.583,-90.528,19.436,-99.072
1104,HAV,MEX,22.989,-82.409,19.436,-99.072
1105,HMO,MEX,29.096,-111.048,19.436,-99.072
1106,HUX,MEX,15.775,-96.261,19.436,-99.072
1107,JFK,MEX,40.64,-73.779,19.436,-99.072
1108,LAP,MEX,24.072,-110.362,19.436,-99.072
1109,LAS,MTY,36.08,-115.152,25.778,-100.107
1110,LAS,TLC,36.08,-115.152,19.337,-99.566
1111,MEX,ACA,19.436,-99.072,16.757,-99.753
1112,MEX,AGU,19.436,-99.072,21.705,-102.318
1113,MEX,BOG,19.436,-99.072,4.701,-74.147
1114,MEX,CEN,19.436,-99.072,27.392,-109.833
1115,MEX,CJS,19.436,-99.072,31.636,-106.429
1116,MEX,CME,19.436,-99.072,18.654,-91.799
1117,MEX,CPE,19.436,-99.072,19.817,-90.5
1118,MEX,CTM,19.436,-99.072,18.504,-88.327
1119,MEX,CUL,19.436,-99.072,24.764,-107.474
1120,MEX,CUN,19.436,-99.072,21.036,-86.877
1121,MEX,CUU,19.436,-99.072,28.703,-105.964
1122,MEX,CZM,19.436,-99.072,20.522,-86.926
1123,MEX,GDL,19.436,-99.072,20.522,-103.311
1124,MEX,GUA,19.436,-99.072,14.583,-90.528
1125,MEX,HAV,19.436,-99.072,22.989,-82.409
1126,MEX,HMO,19.436,-99.072,29.096,-111.048
1127,MEX,HUX,19.436,-99.072,15.775,-96.261
1128,MEX,JFK,19.436,-99.072,40.64,-73.779
1129,MEX,LAP,19.436,-99.072,24.072,-110.362
1130,MEX,MIA,19.436,-99.072,25.793,-80.291
1131,MEX,MID,19.436,-99.072,20.937,-89.657
1132,MEX,MTT,19.436,-99.072,18.103,-94.581
1133,MEX,MTY,19.436,-99.072,25.778,-100.107
1134,MEX,MZT,19.436,-99.072,23.161,-106.266
1135,MEX,OAX,19.436,-99.072,17.0,-96.726
1137,MEX,PVR,19.436,-99.072,20.68,-105.254
1138,MEX,REX,19.436,-99.072,26.009,-98.228
1139,MEX,SAT,19.436,-99.072,29.534,-98.47
1140,MEX,SJD,19.436,-99.072,23.152,-109.721
1141,MEX,SJO,19.436,-99.072,9.994,-84.209
1142,MEX,SNA,19.436,-99.072,33.676,-117.868
1143,MEX,TAM,19.436,-99.072,22.296,-97.866
1144,MEX,TGZ,19.436,-99.072,16.769,-93.341
1145,MEX,TIJ,19.436,-99.072,32.541,-116.97
1146,MEX,TRC,19.436,-99.072,25.568,-103.411
1147,MEX,VER,19.436,-99.072,19.145,-96.187
1148,MEX,VSA,19.436,-99.072,17.997,-92.817
1149,MEX,ZCL,19.436,-99.072,22.897,-102.687
1150,MEX,ZIH,19.436,-99.072,17.601,-101.46
1151,MEX,ZLO,19.436,-99.072,19.145,-104.559
1152,MIA,MEX,25.793,-80.291,19.436,-99.072
1153,MID,MEX,20.937,-89.657,19.436,-99.072
1154,MTT,MEX,18.103,-94.581,19.436,-99.072
1155,MTY,CUN,25.778,-100.107,21.036,-86.877
1156,MTY,GDL,25.778,-100.107,20.522,-103.311
1157,MTY,LAS,25.778,-100.107,36.08,-115.152
1158,MTY,MEX,25.778,-100.107,19.436,-99.072
1159,MTY,SAT,25.778,-100.107,29.534,-98.47
1160,MTY,TLC,25.778,-100.107,19.337,-99.566
1161,MZT,MEX,23.161,-106.266,19.436,-99.072
1162,OAX,MEX,17.0,-96.726,19.436,-99.072
1164,PVR,MEX,20.68,-105.254,19.436,-99.072
1165,PVR,TLC,20.68,-105.254,19.337,-99.566
1166,REX,MEX,26.009,-98.228,19.436,-99.072
1167,SAT,GDL,29.534,-98.47,20.522,-103.311
1168,SAT,MEX,29.534,-98.47,19.436,-99.072
1169,SAT,MTY,29.534,-98.47,25.778,-100.107
1170,SAT,TLC,29.534,-98.47,19.337,-99.566
1171,SJD,GDL,23.152,-109.721,20.522,-103.311
1172,SJD,MEX,23.152,-109.721,19.436,-99.072
1173,SJD,TLC,23.152,-109.721,19.337,-99.566
1174,SJO,MEX,9.994,-84.209,19.436,-99.072
1175,SNA,GDL,33.676,-117.868,20.522,-103.311
1176,SNA,MEX,33.676,-117.868,19.436,-99.072
1177,TAM,MEX,22.296,-97.866,19.436,-99.072
1178,TGZ,MEX,16.769,-93.341,19.436,-99.072
1179,TIJ,GDL,32.541,-116.97,20.522,-103.311
1180,TIJ,MEX,32.541,-116.97,19.436,-99.072
1181,TLC,ACA,19.337,-99.566,16.757,-99.753
1182,TLC,CUN,19.337,-99.566,21.036,-86.877
1183,TLC,LAS,19.337,-99.566,36.08,-115.152
1184,TLC,MTY,19.337,-99.566,25.778,-100.107
1185,TLC,PVR,19.337,-99.566,20.68,-105.254
1186,TLC,SAT,19.337,-99.566,29.534,-98.47
1187,TLC,SJD,19.337,-99.566,23.152,-109.721
1188,TLC,ZIH,19.337,-99.566,17.601,-101.46
1189,TRC,MEX,25.568,-103.411,19.436,-99.072
1190,VER,MEX,19.145,-96.187,19.436,-99.072
1191,VSA,MEX,17.997,-92.817,19.436,-99.072
1192,ZCL,MEX,22.897,-102.687,19.436,-99.072
1193,ZIH,MEX,17.601,-101.46,19.436,-99.072
1194,ZIH,TLC,17.601,-101.46,19.337,-99.566
1195,ZLO,MEX,19.145,-104.559,19.436,-99.072
1196,DEL,HEA,28.566,77.103,34.21,62.228
1197,DEL,KBL,28.566,77.103,34.566,69.212
1198,DXB,KBL,25.255,55.364,34.566,69.212
1199,HEA,DEL,34.21,62.228,28.566,77.103
1200,HEA,ISB,34.21,62.228,33.616,73.099
1201,HEA,KBL,34.21,62.228,34.566,69.212
1202,ISB,HEA,33.616,73.099,34.21,62.228
1203,ISB,KBL,33.616,73.099,34.566,69.212
1204,KBL,DEL,34.566,69.212,28.566,77.103
1205,KBL,DXB,34.566,69.212,25.255,55.364
1206,KBL,HEA,34.566,69.212,34.21,62.228
1207,KBL,ISB,34.566,69.212,33.616,73.099
1208,KBL,MZR,34.566,69.212,36.707,67.209
1209,MZR,KBL,36.707,67.209,34.566,69.212
1210,AYT,ZRH,36.901,30.792,47.465,8.549
1213,HRG,ZRH,27.184,33.798,47.465,8.549
1214,PRN,ZRH,42.573,21.036,47.465,8.549
1216,SKP,ZRH,41.961,21.621,47.465,8.549
1217,ZRH,AYT,47.465,8.549,36.901,30.792
1218,ZRH,HRG,47.465,8.549,27.184,33.798
1219,ZRH,PRN,47.465,8.549,42.573,21.036
1221,ZRH,SKP,47.465,8.549,41.961,21.621
1222,AGP,STR,36.674,-4.499,48.69,9.222
1223,AGP,TXL,36.674,-4.499,52.559,13.287
1224,ALG,CGN,36.691,3.215,50.866,7.143
1225,AMS,HAM,52.309,4.764,53.63,9.988
1228,ARN,CGN,59.652,17.919,50.866,7.143
1229,ARN,DUS,59.652,17.919,51.289,6.767
1230,ARN,HAM,59.652,17.919,53.63,9.988
1233,AYT,CGN,36.901,30.792,50.866,7.143
1234,BCN,CGN,41.297,2.078,50.866,7.143
1235,BCN,DUS,41.297,2.078,51.289,6.767
1236,BCN,HAJ,41.297,2.078,52.461,9.685
1237,BCN,HAM,41.297,2.078,53.63,9.988
1238,BCN,STR,41.297,2.078,48.69,9.222
1239,BDS,STR,40.657,17.947,48.69,9.222
1240,BEG,STR,44.818,20.309,48.69,9.222
1241,BGO,HAM,60.293,5.218,53.63,9.988
1242,BHX,HAM,52.454,-1.748,53.63,9.988
1243,BHX,TXL,52.454,-1.748,52.559,13.287
1244,BIA,CGN,42.554,9.483,50.866,7.143
1245,BIA,DUS,42.554,9.483,51.289,6.767
1246,BIA,HAM,42.554,9.483,53.63,9.988
1247,BIA,STR,42.554,9.483,48.69,9.222
1248,BIA,TXL,42.554,9.483,52.559,13.287
1249,BIO,DUS,43.301,-2.911,51.289,6.767
1250,BIO,STR,43.301,-2.911,48.69,9.222
1251,BLQ,CGN,44.534,11.29,50.866,7.143
1252,BLQ,TXL,44.534,11.29,52.559,13.287
1253,BRE,STR,53.047,8.787,48.69,9.222
1254,BRI,CGN,41.138,16.761,50.866,7.143
1255,BRI,DUS,41.138,16.761,51.289,6.767
1256,BRI,STR,41.138,16.761,48.69,9.222
1257,BRU,STR,50.902,4.499,48.69,9.222
1259,BUD,CGN,47.437,19.256,50.866,7.143
1260,BUD,HAM,47.437,19.256,53.63,9.988
1261,BUD,STR,47.437,19.256,48.69,9.222
1262,CAG,CGN,39.251,9.054,50.866,7.143
1263,CAG,DUS,39.251,9.054,51.289,6.767
1264,CAG,STR,39.251,9.054,48.69,9.222
1265,CDG,HAM,49.013,2.55,53.63,9.988
1266,CFU,CGN,39.602,19.912,50.866,7.143
1267,CFU,DRS,39.602,19.912,51.133,13.767
1268,CFU,STR,39.602,19.912,48.69,9.222
1269,CGN,ALG,50.866,7.143,36.691,3.215
1270,CGN,ARN,50.866,7.143,59.652,17.919
1272,CGN,AYT,50.866,7.143,36.901,30.792
1273,CGN,BCN,50.866,7.143,41.297,2.078
1274,CGN,BIA,50.866,7.143,42.554,9.483
1275,CGN,BLQ,50.866,7.143,44.534,11.29
1276,CGN,BRI,50.866,7.143,41.138,16.761
1277,CGN,BUD,50.866,7.143,47.437,19.256
1278,CGN,CAG,50.866,7.143,39.251,9.054
1279,CGN,CFU,50.866,7.143,39.602,19.912
1280,CGN,CLY,50.866,7.143,42.531,8.793
1281,CGN,CTA,50.866,7.143,37.467,15.066
1282,CGN,DBV,50.866,7.143,42.561,18.268
1283,CGN,DRS,50.866,7.143,51.133,13.767
1284,CGN,DUB,50.866,7.143,53.421,-6.27
1285,CGN,EDI,50.866,7.143,55.95,-3.373
1286,CGN,FAO,50.866,7.143,37.014,-7.966
1287,CGN,FCO,50.866,7.143,41.813,12.253
1288,CGN,FDH,50.866,7.143,47.671,9.511
1289,CGN,HAM,50.866,7.143,53.63,9.988
1291,CGN,HER,50.866,7.143,35.339,25.18
1292,CGN,IBZ,50.866,7.143,38.873,1.373
1293,CGN,JMK,50.866,7.143,37.435,25.348
1294,CGN,JTR,50.866,7.143,36.4,25.479
1295,CGN,KGS,50.866,7.143,36.793,27.092
1296,CGN,KLU,50.866,7.143,46.65,14.333
1297,CGN,KVA,50.866,7.143,40.913,24.619
1298,CGN,LEJ,50.866,7.143,51.424,12.236
1299,CGN,LHR,50.866,7.143,51.477,-0.461
1300,CGN,LIS,50.866,7.143,38.781,-9.136
1301,CGN,LPA,50.866,7.143,27.932,-15.386
1302,CGN,MAN,50.866,7.143,53.354,-2.275
1303,CGN,MXP,50.866,7.143,45.631,8.728
1304,CGN,NAP,50.866,7.143,40.886,14.291
1305,CGN,NCE,50.866,7.143,43.661,7.218
1307,CGN,OLB,50.866,7.143,40.899,9.518
1308,CGN,PMI,50.866,7.143,39.55,2.733
1309,CGN,PMO,50.866,7.143,38.176,13.091
1309,CGN,PMO,50.866,7.143,38.111,13.313
1310,CGN,PRG,50.866,7.143,50.101,14.26
1311,CGN,PSA,50.866,7.143,43.684,10.393
1312,CGN,PUY,50.866,7.143,44.893,13.922
1313,CGN,RAK,50.866,7.143,31.607,-8.036
1314,CGN,RHO,50.866,7.143,36.405,28.086
1315,CGN,RJK,50.866,7.143,45.217,14.57
1316,CGN,RLG,50.866,7.143,53.918,12.279
1318,CGN,SJJ,50.866,7.143,43.824,18.331
1319,CGN,SKG,50.866,7.143,40.52,22.971
1320,CGN,SPU,50.866,7.143,43.539,16.298
1321,CGN,STN,50.866,7.143,51.885,0.235
1322,CGN,SUF,50.866,7.143,38.906,16.242
1323,CGN,SZG,50.866,7.143,47.793,13.004
1324,CGN,TLV,50.866,7.143,32.009,34.877
1325,CGN,TUN,50.866,7.143,36.851,10.227
1326,CGN,TXL,50.866,7.143,52.559,13.287
1327,CGN,VCE,50.866,7.143,45.505,12.352
1328,CGN,VIE,50.866,7.143,48.11,16.57
1329,CGN,VRN,50.866,7.143,45.396,10.888
1330,CGN,WAW,50.866,7.143,52.166,20.967
1331,CGN,XRY,50.866,7.143,36.744,-6.06
1332,CGN,ZAD,50.866,7.143,44.108,15.347
1333,CGN,ZAG,50.866,7.143,45.743,16.069
1334,CGN,ZRH,50.866,7.143,47.465,8.549
1335,CLY,CGN,42.531,8.793,50.866,7.143
1336,CTA,CGN,37.467,15.066,50.866,7.143
1337,CTA,DUS,37.467,15.066,51.289,6.767
1338,CTA,HAJ,37.467,15.066,52.461,9.685
1339,CTA,HAM,37.467,15.066,53.63,9.988
1340,CTA,STR,37.467,15.066,48.69,9.222
1341,CTA,TXL,37.467,15.066,52.559,13.287
1342,CWL,DUS,51.397,-3.343,51.289,6.767
1343,DBV,CGN,42.561,18.268,50.866,7.143
1344,DBV,DUS,42.561,18.268,51.289,6.767
1345,DBV,HAJ,42.561,18.268,52.461,9.685
1346,DBV,HAM,42.561,18.268,53.63,9.988
1347,DBV,STR,42.561,18.268,48.69,9.222
1348,DBV,TXL,42.561,18.268,52.559,13.287
1349,DRS,CFU,51.133,13.767,39.602,19.912
1350,DRS,CGN,51.133,13.767,50.866,7.143
1351,DRS,DUS,51.133,13.767,51.289,6.767
1352,DRS,STR,51.133,13.767,48.69,9.222
1354,DTM,MUC,51.518,7.612,48.354,11.786
1355,DTM,PMI,51.518,7.612,39.55,2.733
1357,DTM,SPU,51.518,7.612,43.539,16.298
1358,DUB,CGN,53.421,-6.27,50.866,7.143
1359,DUB,DUS,53.421,-6.27,51.289,6.767
1361,DUS,ARN,51.289,6.767,59.652,17.919
1362,DUS,BCN,51.289,6.767,41.297,2.078
1363,DUS,BIA,51.289,6.767,42.554,9.483
1364,DUS,BIO,51.289,6.767,43.301,-2.911
1365,DUS,BRI,51.289,6.767,41.138,16.761
1367,DUS,CAG,51.289,6.767,39.251,9.054
1368,DUS,CTA,51.289,6.767,37.467,15.066
1369,DUS,CWL,51.289,6.767,51.397,-3.343
1370,DUS,DBV,51.289,6.767,42.561,18.268
1371,DUS,DRS,51.289,6.767,51.133,13.767
1372,DUS,DUB,51.289,6.767,53.421,-6.27
1373,DUS,GVA,51.289,6.767,46.238,6.109
1375,DUS,HER,51.289,6.767,35.339,25.18
1376,DUS,IBZ,51.289,6.767,38.873,1.373
1377,DUS,KTW,51.289,6.767,50.474,19.08
1378,DUS,LEJ,51.289,6.767,51.424,12.236
1379,DUS,LYS,51.289,6.767,45.726,5.091
1380,DUS,MAD,51.289,6.767,40.472,-3.561
1381,DUS,MPL,51.289,6.767,43.576,3.963
1382,DUS,MXP,51.289,6.767,45.631,8.728
1383,DUS,NQY,51.289,6.767,50.441,-4.995
1384,DUS,NUE,51.289,6.767,49.499,11.078
1385,DUS,OLB,51.289,6.767,40.899,9.518
1386,DUS,PMI,51.289,6.767,39.55,2.733
1387,DUS,POZ,51.289,6.767,52.421,16.826
1388,DUS,PRG,51.289,6.767,50.101,14.26
1389,DUS,PRN,51.289,6.767,42.573,21.036
1390,DUS,SKG,51.289,6.767,40.52,22.971
1391,DUS,SPU,51.289,6.767,43.539,16.298
1392,DUS,SUF,51.289,6.767,38.906,16.242
1393,DUS,TRN,51.289,6.767,45.201,7.649
1394,DUS,VCE,51.289,6.767,45.505,12.352
1395,DUS,WAW,51.289,6.767,52.166,20.967
1396,DUS,WRO,51.289,6.767,51.102,16.886
1397,DUS,ZAD,51.289,6.767,44.108,15.347
1398,EDI,CGN,55.95,-3.373,50.866,7.143
1399,FAO,CGN,37.014,-7.966,50.866,7.143
1400,FAO,HAM,37.014,-7.966,53.63,9.988
1401,FAO,STR,37.014,-7.966,48.69,9.222
1402,FCO,CGN,41.813,12.253,50.866,7.143
1403,FCO,HAJ,41.813,12.253,52.461,9.685
1404,FCO,HAM,41.813,12.253,53.63,9.988
1405,FCO,STR,41.813,12.253,48.69,9.222
1406,FCO,TXL,41.813,12.253,52.559,13.287
1407,FDH,CGN,47.671,9.511,50.866,7.143
1412,GVA,DUS,46.238,6.109,51.289,6.767
1413,GVA,HAM,46.238,6.109,53.63,9.988
1414,HAJ,BCN,52.461,9.685,41.297,2.078
1415,HAJ,CTA,52.461,9.685,37.467,15.066
1416,HAJ,DBV,52.461,9.685,42.561,18.268
1417,HAJ,FCO,52.461,9.685,41.813,12.253
1418,HAJ,HER,52.461,9.685,35.339,25.18
1419,HAJ,MXP,52.461,9.685,45.631,8.728
1420,HAJ,NAP,52.461,9.685,40.886,14.291
1421,HAJ,PMI,52.461,9.685,39.55,2.733
1422,HAJ,PRN,52.461,9.685,42.573,21.036
1424,HAJ,SKG,52.461,9.685,40.52,22.971
1425,HAJ,SPU,52.461,9.685,43.539,16.298
1426,HAJ,STN,52.461,9.685,51.885,0.235
1427,HAJ,STR,52.461,9.685,48.69,9.222
1428,HAJ,SUF,52.461,9.685,38.906,16.242
1429,HAJ,VCE,52.461,9.685,45.505,12.352
1430,HAJ,VIE,52.461,9.685,48.11,16.57
1431,HAM,AMS,53.63,9.988,52.309,4.764
1432,HAM,ARN,53.63,9.988,59.652,17.919
1433,HAM,BCN,53.63,9.988,41.297,2.078
1434,HAM,BGO,53.63,9.988,60.293,5.218
1435,HAM,BHX,53.63,9.988,52.454,-1.748
1436,HAM,BIA,53.63,9.988,42.554,9.483
1437,HAM,BUD,53.63,9.988,47.437,19.256
1438,HAM,CDG,53.63,9.988,49.013,2.55
1439,HAM,CGN,53.63,9.988,50.866,7.143
1440,HAM,CTA,53.63,9.988,37.467,15.066
1441,HAM,DBV,53.63,9.988,42.561,18.268
1442,HAM,FAO,53.63,9.988,37.014,-7.966
1443,HAM,FCO,53.63,9.988,41.813,12.253
1446,HAM,GVA,53.63,9.988,46.238,6.109
1447,HAM,HER,53.63,9.988,35.339,25.18
1448,HAM,KLU,53.63,9.988,46.65,14.333
1449,HAM,LHR,53.63,9.988,51.477,-0.461
1450,HAM,MAD,53.63,9.988,40.472,-3.561
1451,HAM,MAN,53.63,9.988,53.354,-2.275
1452,HAM,MXP,53.63,9.988,45.631,8.728
1453,HAM,NAP,53.63,9.988,40.886,14.291
1454,HAM,NCE,53.63,9.988,43.661,7.218
1455,HAM,NUE,53.63,9.988,49.499,11.078
1456,HAM,OLB,53.63,9.988,40.899,9.518
1457,HAM,OSL,53.63,9.988,60.194,11.1
1458,HAM,PMI,53.63,9.988,39.55,2.733
1459,HAM,PRG,53.63,9.988,50.101,14.26
1460,HAM,PRN,53.63,9.988,42.573,21.036
1461,HAM,RJK,53.63,9.988,45.217,14.57
1463,HAM,SKG,53.63,9.988,40.52,22.971
1464,HAM,SPU,53.63,9.988,43.539,16.298
1465,HAM,STR,53.63,9.988,48.69,9.222
1466,HAM,TLS,53.63,9.988,43.629,1.364
1467,HAM,VCE,53.63,9.988,45.505,12.352
1468,HAM,VIE,53.63,9.988,48.11,16.57
1469,HAM,VRN,53.63,9.988,45.396,10.888
1470,HAM,ZRH,53.63,9.988,47.465,8.549
1476,HEL,TXL,60.32,24.956,52.559,13.287
1477,HER,CGN,35.339,25.18,50.866,7.143
1478,HER,DUS,35.339,25.18,51.289,6.767
1479,HER,HAJ,35.339,25.18,52.461,9.685
1480,HER,HAM,35.339,25.18,53.63,9.988
1481,HER,STR,35.339,25.18,48.69,9.222
1482,HER,TXL,35.339,25.18,52.559,13.287
1483,IBZ,CGN,38.873,1.373,50.866,7.143
1484,IBZ,DUS,38.873,1.373,51.289,6.767
1485,IBZ,STR,38.873,1.373,48.69,9.222
1486,IBZ,TXL,38.873,1.373,52.559,13.287
1487,JMK,CGN,37.435,25.348,50.866,7.143
1488,JTR,CGN,36.4,25.479,50.866,7.143
1489,KGS,CGN,36.793,27.092,50.866,7.143
1490,KLU,CGN,46.65,14.333,50.866,7.143
1491,KLU,HAM,46.65,14.333,53.63,9.988
1492,KLU,TXL,46.65,14.333,52.559,13.287
1493,KRK,STR,50.078,19.785,48.69,9.222
1494,KTW,DUS,50.474,19.08,51.289,6.767
1495,KVA,CGN,40.913,24.619,50.866,7.143
1496,KVA,STR,40.913,24.619,48.69,9.222
1497,LEJ,CGN,51.424,12.236,50.866,7.143
1498,LEJ,DUS,51.424,12.236,51.289,6.767
1499,LEJ,STR,51.424,12.236,48.69,9.222
1500,LHR,CGN,51.477,-0.461,50.866,7.143
1501,LHR,HAM,51.477,-0.461,53.63,9.988
1502,LHR,STR,51.477,-0.461,48.69,9.222
1503,LHR,TXL,51.477,-0.461,52.559,13.287
1504,LIN,TXL,45.445,9.277,52.559,13.287
1505,LIS,CGN,38.781,-9.136,50.866,7.143
1506,LIS,STR,38.781,-9.136,48.69,9.222
1507,LPA,CGN,27.932,-15.386,50.866,7.143
1508,LYS,DUS,45.726,5.091,51.289,6.767
