index,Source_airport,Destination_airport,Source_Latitude,Source_Longitude,Destination_Latitude,Destination_Longitude
7089,CFU,MUC,39.602,19.912,48.354,11.786
16590,MFM,CKG,22.149,113.591,29.719,106.641
5839,LHR,GLA,51.477,-0.461,55.872,-4.433
9807,NCL,CDG,55.038,-1.692,49.013,2.55
12676,HEL,GOT,60.32,24.956,57.663,12.28
17485,SHA,TSA,31.198,121.336,25.069,121.552
6772,SFO,JFK,37.619,-122.375,40.64,-73.779
13813,LCA,MSQ,34.875,33.625,53.882,28.031
15480,NNG,SZX,22.608,108.172,22.639,113.812
12310,BOG,BGA,4.701,-74.147,7.126,-73.185
4478,TDD,GYA,-14.819,-64.918,-10.822,-65.346
14976,CTS,NRT,42.775,141.692,35.765,140.386
6827,SLC,ORD,40.788,-111.978,41.979,-87.904
2726,SCC,BTI,70.195,-148.465,70.134,-143.577
10834,SZX,KUL,22.639,113.812,2.746,101.71
1771,SJO,NOB,9.994,-84.209,9.976,-85.653
8125,YLW,YVR,49.956,-119.378,49.195,-123.182
4744,BDL,ORD,41.939,-72.683,41.979,-87.904
14110,JFK,UVF,40.64,-73.779,13.733,-60.953
2716,PIZ,BRW,69.733,-163.005,71.285,-156.766
12774,LHR,ATL,51.477,-0.461,33.64,-84.427
10150,CZL,MRS,36.277,6.624,43.436,5.214
15085,CDG,ABZ,49.013,2.55,57.204,-2.2
12224,ORY,FEZ,48.725,2.359,33.927,-4.978
11326,PMO,VCE,38.176,13.091,45.505,12.352
9043,ATL,CLE,33.64,-84.427,41.412,-81.85
16705,PEK,EWR,40.08,116.584,40.692,-74.169
15096,DBV,BHX,42.561,18.268,52.454,-1.748
7371,KGS,TXL,36.793,27.092,52.559,13.287
6392,PER,BNE,-31.94,115.967,-27.384,153.118
15233,MAN,MXP,53.354,-2.275,45.631,8.728
9683,LYS,BLQ,45.726,5.091,44.534,11.29
8143,YOW,YQM,45.323,-75.669,46.112,-64.679
3823,EOH,BOG,6.22,-75.591,4.701,-74.147
7976,MDT,YYZ,40.193,-76.763,43.677,-79.631
8466,YYZ,SNU,43.677,-79.631,22.492,-79.944
1323,CGN,SZG,50.866,7.143,47.793,13.004
3936,AJL,CCU,23.746,92.803,22.655,88.447
7606,SMI,DUS,37.69,26.912,51.289,6.767
7547,PMI,FMO,39.55,2.733,52.134,7.685
16960,SZX,TYN,22.639,113.812,37.747,112.629
11276,ZLO,MEX,19.145,-104.559,19.436,-99.072
14640,LGW,MLA,51.148,-0.19,35.857,14.478
16352,HFE,PEK,31.78,117.298,40.08,116.584
7385,LEJ,FUE,51.424,12.236,28.453,-13.864
5106,DCA,JAN,38.852,-77.037,32.311,-90.076
2132,BKK,CCU,13.912,100.607,22.655,88.447
6716,SAT,PHX,29.534,-98.47,33.434,-112.008
7776,VLC,PMI,39.489,-0.481,39.55,2.733
8056,TLV,YUL,32.009,34.877,45.468,-73.741
4434,SKG,DUS,40.52,22.971,51.289,6.767
14922,VCE,LHR,45.505,12.352,51.477,-0.461
4444,SKG,STR,40.52,22.971,48.69,9.222
2860,BOC,PAC,9.341,-82.251,8.973,-79.556
12414,GUA,SAP,14.583,-90.528,15.452,-87.923
8009,ORD,YWG,41.979,-87.904,49.91,-97.234
4382,KLX,DUS,37.068,22.026,51.289,6.767
12715,HEL,SIN,60.32,24.956,1.356,103.987
4533,LIL,BIQ,50.562,3.089,43.468,-1.523
8207,YUL,IAH,45.468,-73.741,29.98,-95.34
3326,BEN,CMN,32.097,20.269,33.368,-7.588
12630,DFW,MAD,32.896,-97.037,40.472,-3.561
12779,LHR,DFW,51.477,-0.461,32.896,-97.037
8643,GIG,VCP,-22.809,-43.244,-23.008,-47.134
7221,FCO,TXL,41.813,12.253,52.559,13.287
12002,SJD,SAN,23.152,-109.721,32.733,-117.189
14080,JFK,NAS,40.64,-73.779,25.039,-77.466
7751,VIE,HER,48.11,16.57,35.339,25.18
7163,DUS,FLR,51.289,6.767,43.81,11.205
11903,SAV,ATL,32.127,-81.202,33.64,-84.427
2968,CKG,BKK,29.719,106.641,13.912,100.607
12560,TGU,GUA,14.061,-87.217,14.583,-90.528
10876,ATL,MAD,33.64,-84.427,40.472,-3.561
9403,CDG,SXM,49.013,2.55,18.041,-63.109
16873,SHA,CTU,31.198,121.336,30.578,103.947
13926,BOS,FLL,42.364,-71.005,26.072,-80.153
7940,JED,FRA,21.679,39.156,50.026,8.543
4972,CLT,MSY,35.214,-80.943,29.993,-90.258
7802,ZRH,TXL,47.465,8.549,52.559,13.287
5565,ILM,PHL,34.271,-77.903,39.872,-75.241
17446,KHH,SIN,22.575,120.351,1.356,103.987
16357,HGH,CAN,30.228,120.432,23.184,113.266
746,HGH,CKG,30.228,120.432,29.719,106.641
8149,YOW,YYT,45.323,-75.669,47.619,-52.752
9909,REP,HAN,13.411,103.813,21.222,105.806
1035,DAC,CCU,23.843,90.398,22.655,88.447
9003,AMS,MRS,52.309,4.764,43.436,5.214
10250,PMI,ALG,39.55,2.733,36.691,3.215
1448,HAM,KLU,53.63,9.988,46.65,14.333
1572,SKG,CGN,40.52,22.971,50.866,7.143
10779,KUL,SZX,2.746,101.71,22.639,113.812
6473,PHL,NAS,39.872,-75.241,25.039,-77.466
5151,DEN,CLT,39.858,-104.667,35.214,-80.943
4111,DXB,DEL,25.255,55.364,28.566,77.103
15929,BGI,SXM,13.074,-59.492,18.041,-63.109
17051,TSN,CTU,39.124,117.346,30.578,103.947
10595,MCT,MAA,23.593,58.284,12.994,80.18
551,TNG,BRU,35.727,-5.917,50.902,4.499
9233,BRU,ATL,50.902,4.499,33.64,-84.427
5611,JFK,DUS,40.64,-73.779,51.289,6.767
15216,LSI,ABZ,59.879,-1.296,57.204,-2.2
9825,NTE,MRS,47.153,-1.611,43.436,5.214
3239,ADA,IST,36.982,35.28,40.977,28.821
11103,MEX,PTY,19.436,-99.072,9.071,-79.383
14879,PMI,LCY,39.55,2.733,51.505,0.054
6088,MIA,PTP,25.793,-80.291,16.265,-61.532
13787,AMS,MSQ,52.309,4.764,53.882,28.031
4772,BNA,LGA,36.124,-86.678,40.777,-73.872
6549,PHX,LGB,33.434,-112.008,33.818,-118.151
9360,CDG,MRS,49.013,2.55,43.436,5.214
15971,POS,KIN,10.595,-61.337,17.936,-76.787
2549,ADQ,ANC,57.75,-152.494,61.174,-149.996
9270,CDG,BEG,49.013,2.55,44.818,20.309
11363,VRN,PMO,45.396,10.888,38.176,13.091
5360,DSM,PHX,41.534,-93.663,33.434,-112.008
2832,DYU,SVX,38.543,68.825,56.741,60.804
13994,DXB,SFO,25.255,55.364,37.619,-122.375
5644,JFK,STT,40.64,-73.779,18.337,-64.973
12216,NKC,CMN,18.098,-15.948,33.368,-7.588
11379,AEP,GRU,-34.559,-58.416,-23.432,-46.469
11118,MEX,TGZ,19.436,-99.072,16.769,-93.341
6264,ORD,EWR,41.979,-87.904,40.692,-74.169
1628,STR,TXL,48.69,9.222,52.559,13.287
6498,PHL,SFO,39.872,-75.241,37.619,-122.375
10270,TUN,ALG,36.851,10.227,36.691,3.215
7526,OSL,TXL,60.194,11.1,52.559,13.287
5633,JFK,ORY,40.64,-73.779,48.725,2.359
2244,GOI,AMD,15.381,73.833,23.075,72.632
13690,SVO,FRU,55.972,37.415,43.062,74.478
1076,YXY,YVR,60.709,-135.068,49.195,-123.182
8873,VCP,IGU,-23.008,-47.134,-25.596,-54.487
16052,CAN,CGO,23.184,113.266,34.519,113.841
1349,DRS,CFU,51.133,13.767,39.602,19.912
17411,DLC,TPE,38.966,121.538,25.08,121.232
13733,TRN,TIA,45.201,7.649,41.415,19.721
16299,FOC,PEK,25.933,119.662,40.08,116.584
9044,ATL,CLT,33.64,-84.427,35.214,-80.943
296,DLA,DKR,4.006,9.719,14.739,-17.49
8396,YYZ,BGI,43.677,-79.631,13.074,-59.492
14121,LGA,FLL,40.777,-73.872,26.072,-80.153
12413,GUA,SAL,14.583,-90.528,13.441,-89.056
10117,BEY,ALG,33.813,35.489,36.691,3.215
16197,CTU,HRB,30.578,103.947,45.623,126.25
20,LED,KZN,59.8,30.265,55.608,49.277
8168,YQR,YEG,50.432,-104.666,53.31,-113.58
16729,PEK,IAH,40.08,116.584,29.98,-95.34
12139,CMN,OUD,33.368,-7.588,34.787,-1.924
17250,YNT,HRB,37.402,121.372,45.623,126.25
13644,REG,LIN,38.071,15.651,45.445,9.277
11840,PDX,SAN,45.589,-122.597,32.733,-117.189
2272,IXA,IMF,23.889,91.241,24.76,93.897
11255,TPQ,MEX,21.419,-104.843,19.436,-99.072
15508,TSN,XMN,39.124,117.346,24.544,118.127
13301,FCO,IAS,41.813,12.253,47.179,27.62
16882,SHA,TSA,31.198,121.336,25.069,121.552
8372,YYJ,YYZ,48.647,-123.426,43.677,-79.631
6688,RTM,LHR,51.957,4.442,51.477,-0.461
10223,ORN,ALG,35.624,-0.621,36.691,3.215
13120,BRU,LIN,50.902,4.499,45.445,9.277
9671,LRH,SOU,43.449,1.263,50.95,-1.357
16054,CAN,CKG,23.184,113.266,29.719,106.641
12100,CMN,BRU,33.368,-7.588,50.902,4.499
15671,TPE,BKK,25.08,121.232,13.912,100.607
1397,DUS,ZAD,51.289,6.767,44.108,15.347
17080,TYN,SZX,37.747,112.629,22.639,113.812
6310,ORD,PHL,41.979,-87.904,39.872,-75.241
117,BRS,ZRH,51.383,-2.719,47.465,8.549
799,KMG,TAO,24.992,102.743,36.263,120.375
2841,LED,DYU,59.8,30.265,38.543,68.825
1596,STR,BRU,48.69,9.222,50.902,4.499
7529,PAD,IBZ,51.614,8.616,38.873,1.373
6852,STL,LGA,38.748,-90.36,40.777,-73.872
14103,JFK,SLC,40.64,-73.779,40.788,-111.978
12432,LAX,SAL,33.942,-118.408,13.441,-89.056
12147,CMN,SSG,33.368,-7.588,3.755,8.709
14276,STX,SJU,17.702,-64.798,18.439,-66.002
16047,CAI,CAN,30.122,31.406,23.184,113.266
13704,TIA,BLQ,41.415,19.721,44.534,11.29
3920,CCS,PZO,10.603,-66.991,8.288,-62.76
16283,DLC,XIY,38.966,121.538,34.446,108.752
13917,BOS,CHS,42.364,-71.005,32.899,-80.04
11313,LIN,NAP,45.445,9.277,40.886,14.291
8702,MAO,BEL,-3.039,-60.05,-1.379,-48.476
15565,GOT,BHX,57.663,12.28,52.454,-1.748
2175,CCU,BKK,22.655,88.447,13.912,100.607
13996,EWR,FLL,40.692,-74.169,26.072,-80.153
6357,ORY,EWR,48.725,2.359,40.692,-74.169
14150,MCO,CUN,28.429,-81.316,21.036,-86.877
8053,STL,YYZ,38.748,-90.36,43.677,-79.631
14850,NQY,LGW,50.441,-4.995,51.148,-0.19
12425,IAH,SAL,29.98,-95.34,13.441,-89.056
900,TAO,CTU,36.263,120.375,30.578,103.947
10978,GDL,ONT,20.522,-103.311,34.056,-117.601
16174,CSX,KMG,28.189,113.219,24.992,102.743
13681,SUF,LIN,38.906,16.242,45.445,9.277
3017,OME,UNK,64.512,-165.445,63.888,-160.799
666,CTU,CSX,30.578,103.947,28.189,113.219
2033,SCL,MVD,-33.393,-70.786,-34.789,-56.264
11460,FMA,AEP,-26.212,-58.228,-34.559,-58.416
9901,PUJ,SDQ,18.567,-68.363,18.429,-69.669
7798,ZRH,OLB,47.465,8.549,40.899,9.518
8674,IPN,CNF,-19.471,-42.488,-19.634,-43.969
2206,DEL,BLR,28.566,77.103,12.95,77.668
13514,MEX,JFK,19.436,-99.072,40.64,-73.779
4951,CLT,LAS,35.214,-80.943,36.08,-115.152
12530,SAL,SFO,13.441,-89.056,37.619,-122.375
5642,JFK,SJO,40.64,-73.779,9.994,-84.209
10857,ATL,BOS,33.64,-84.427,42.364,-71.005
6528,PHX,DCA,33.434,-112.008,38.852,-77.037
14036,HPN,PBI,41.067,-73.707,26.683,-80.096
16153,CKG,SZX,29.719,106.641,22.639,113.812
112,UIO,BOG,-0.141,-78.488,4.701,-74.147
17209,XMN,TAO,24.544,118.127,36.263,120.375
12552,SJO,PTY,9.994,-84.209,9.071,-79.383
14661,LHR,ACC,51.477,-0.461,5.603,-0.168
10766,KUL,PEN,2.746,101.71,5.297,100.277
14704,LHR,FRA,51.477,-0.461,50.026,8.543
9255,CAY,FDF,4.82,-52.36,14.591,-61.003
9132,ATL,PHF,33.64,-84.427,37.132,-76.493
6273,ORD,HKG,41.979,-87.904,22.309,113.914
9183,BCN,JFK,41.297,2.078,40.64,-73.779
12512,SAL,DFW,13.441,-89.056,32.896,-97.037
8863,VCP,CGR,-23.008,-47.134,-20.469,-54.672
15246,NCL,CDG,55.038,-1.692,49.013,2.55
12226,ORY,OZZ,48.725,2.359,30.939,-6.909
1197,DEL,KBL,28.566,77.103,34.566,69.212
16607,MNL,PEK,7.617,124.059,40.08,116.584
11122,MEX,UIO,19.436,-99.072,-0.141,-78.488
4220,UDR,BOM,24.617,73.913,19.089,72.868
9611,KMG,CAN,24.992,102.743,23.184,113.266
7525,ORY,TXL,48.725,2.359,52.559,13.287
18,KZN,LED,55.608,49.277,59.8,30.265
9345,CDG,LFW,49.013,2.55,6.166,1.254
6543,PHX,IAH,33.434,-112.008,29.98,-95.34
9474,DRS,LCY,51.133,13.767,51.505,0.054
14767,LHR,RTM,51.477,-0.461,51.957,4.442
16926,SZX,BKK,22.639,113.812,13.912,100.607
1589,STR,BCN,48.69,9.222,41.297,2.078
11978,SFO,DFW,37.619,-122.375,32.896,-97.037
5527,HNL,PHX,21.316,-157.927,33.434,-112.008
14634,LGW,GOA,51.148,-0.19,44.412,8.842
2220,DEL,KTM,28.566,77.103,27.696,85.359
7127,CUR,DUS,12.189,-68.96,51.289,6.767
16567,LHW,TYN,31.889,-81.562,37.747,112.629
11863,PSP,SEA,33.829,-116.507,47.449,-122.309
13699,TAS,SVO,41.257,69.282,55.972,37.415
8762,POA,IGU,-29.994,-51.171,-25.596,-54.487
4646,TBS,CDG,41.669,44.955,49.013,2.55
1973,SJI,MNL,10.766,121.932,7.617,124.059
10670,BKI,HGH,5.937,116.051,30.228,120.432
2321,PNQ,HYD,18.582,73.919,17.452,78.461
11486,MVD,AEP,-34.789,-56.264,-34.559,-58.416
9543,GLA,CWL,55.872,-4.433,51.397,-3.343
10747,KUL,HDY,2.746,101.71,6.933,100.393
16315,GVA,ARN,46.238,6.109,59.652,17.919
9542,GIG,CWB,-22.809,-43.244,-25.528,-49.176
13080,BDS,FCO,40.657,17.947,41.813,12.253
8088,YEG,YMM,53.31,-113.58,56.653,-111.222
5601,JFK,CDG,40.64,-73.779,49.013,2.55
1037,DAC,CXB,23.843,90.398,21.452,91.964
5707,LAX,GRU,33.942,-118.408,-23.432,-46.469
13130,CCS,FCO,10.603,-66.991,41.813,12.253
859,NNG,SGN,22.608,108.172,10.82,106.662
17343,MAG,GKA,-5.207,145.789,-6.082,145.392
6609,PLS,PHL,21.774,-72.266,39.872,-75.241
7282,GWT,ZRH,54.913,8.34,47.465,8.549
11633,ENA,ANC,60.573,-151.245,61.174,-149.996
13757,VCE,NCE,45.505,12.352,43.661,7.218
5879,LHR,SAN,51.477,-0.461,32.733,-117.189
5422,FCO,ORD,41.813,12.253,41.979,-87.904
17555,URC,TPE,43.907,87.474,25.08,121.232
13416,JAX,ATL,30.494,-81.688,33.64,-84.427
6179,NRT,CTS,35.765,140.386,42.775,141.692
7637,SZG,ACE,47.793,13.004,28.945,-13.605
4233,SKG,CFU,40.52,22.971,39.602,19.912
8187,YSJ,YYZ,45.316,-65.89,43.677,-79.631
9724,MLB,ATL,28.103,-80.645,33.64,-84.427
1194,ZIH,TLC,17.601,-101.46,19.337,-99.566
17160,XIY,CAN,34.446,108.752,23.184,113.266
1114,MEX,CEN,19.436,-99.072,27.392,-109.833
14258,SJU,PUJ,18.439,-66.002,18.567,-68.363
107,GYE,CLO,-2.158,-79.884,3.543,-76.381
11489,NQN,CRD,-38.949,-68.156,-45.785,-67.466
5219,DFW,GGG,32.896,-97.037,32.385,-94.711
7887,DUB,YYZ,53.421,-6.27,43.677,-79.631
12402,FLA,BOG,1.59,-75.564,4.701,-74.147
17502,TPE,CGK,25.08,121.232,-6.126,106.656
10215,NIM,ALG,13.481,2.184,36.691,3.215
15944,JFK,POS,40.64,-73.779,10.595,-61.337
11743,LAX,ZLO,33.942,-118.408,19.145,-104.559
7254,FRA,MAD,50.026,8.543,40.472,-3.561
15171,HEL,KOK,60.32,24.956,63.721,23.143
6927,TYS,CLT,35.812,-83.993,35.214,-80.943
10172,HME,HRM,31.673,6.14,32.93,3.312
74,PCL,IQT,-8.378,-74.574,-3.785,-73.309
13993,DXB,SEA,25.255,55.364,47.449,-122.309
10231,ORN,HME,35.624,-0.621,31.673,6.14
7634,SUF,ZRH,38.906,16.242,47.465,8.549
8184,YSB,YYZ,46.625,-80.799,43.677,-79.631
6889,SYR,DCA,43.111,-76.106,38.852,-77.037
8293,YVR,YYD,49.195,-123.182,54.825,-127.183
8609,CNF,SLZ,-19.634,-43.969,-2.589,-44.236
10860,ATL,CLE,33.64,-84.427,41.412,-81.85
6913,TUL,DFW,36.198,-95.888,32.896,-97.037
9759,MRU,RUN,-20.43,57.683,-20.887,55.51
7212,DUS,VRA,51.289,6.767,23.034,-81.435
12174,FIH,BZV,-4.386,15.444,-4.252,15.253
15654,NRT,TPE,35.765,140.386,25.08,121.232
14692,LHR,DFW,51.477,-0.461,32.896,-97.037
14550,HND,LHR,35.552,139.779,51.477,-0.461
13784,YYZ,FCO,43.677,-79.631,41.813,12.253
15371,CGK,BWN,-6.126,106.656,4.946,114.928
13140,CDG,BOD,49.013,2.55,44.828,-0.716
8520,AJU,VCP,-10.984,-37.07,-23.008,-47.134
9846,ORY,FDF,48.725,2.359,14.591,-61.003
7791,ZRH,HER,47.465,8.549,35.339,25.18
5128,DCA,PHL,38.852,-77.037,39.872,-75.241
6925,TXL,ORD,52.559,13.287,41.979,-87.904
5179,DFW,BWI,32.896,-97.037,39.175,-76.668
16163,CKG,XIY,29.719,106.641,34.446,108.752
3568,ATL,LAN,33.64,-84.427,42.779,-84.587
11061,MEX,CME,19.436,-99.072,18.654,-91.799
9821,NTE,CDG,47.153,-1.611,49.013,2.55
8498,YYZ,YYC,43.677,-79.631,51.114,-114.02
10372,CCU,IXZ,22.655,88.447,11.646,92.733
14148,MCO,BQN,28.429,-81.316,18.495,-67.129
14853,OPO,LHR,41.248,-8.681,51.477,-0.461
13112,BRE,AMS,53.047,8.787,52.309,4.764
13610,PIT,ATL,40.491,-80.233,33.64,-84.427
2910,KRR,VOG,45.035,39.172,48.782,44.345
16429,IAH,CUN,29.98,-95.34,21.036,-86.877
3711,YVR,YBL,49.195,-123.182,49.951,-125.271
11698,LAX,BDL,33.942,-118.408,41.939,-72.683
5398,EWR,CLT,40.692,-74.169,35.214,-80.943
1334,CGN,ZRH,50.866,7.143,47.465,8.549
9532,FRA,ATL,50.026,8.543,33.64,-84.427
7900,FLL,YUL,26.072,-80.153,45.468,-73.741
12526,SAL,ORD,13.441,-89.056,41.979,-87.904
14613,LCY,VCE,51.505,0.054,45.505,12.352
11783,OAK,LIH,37.721,-122.221,21.976,-159.339
9168,ATL,TUS,33.64,-84.427,32.116,-110.941
9795,NCE,CLY,43.661,7.218,42.531,8.793
155,LYC,AJR,64.548,18.716,65.59,19.282
16331,HEL,ARN,60.32,24.956,59.652,17.919
6065,MIA,MAR,25.793,-80.291,10.558,-71.728
4543,LRT,ORY,47.761,-3.44,48.725,2.359
13139,CDG,BLQ,49.013,2.55,44.534,11.29
9333,CDG,JED,49.013,2.55,21.679,39.156
13850,MSQ,TBS,53.882,28.031,41.669,44.955
13507,MCI,ATL,39.297,-94.714,33.64,-84.427
11025,LAX,MZT,33.942,-118.408,23.161,-106.266
6063,MIA,MAD,25.793,-80.291,40.472,-3.561
5016,CLT,TYS,35.214,-80.943,35.812,-83.993
3609,ALB,BOS,42.748,-73.803,42.364,-71.005
13229,CTA,NAP,37.467,15.066,40.886,14.291
12745,JFK,LCY,40.64,-73.779,51.505,0.054
246,RAO,PLU,-21.134,-47.774,-19.852,-43.95
10331,BOM,IXE,19.089,72.868,12.96,74.893
17408,CTU,TPE,30.578,103.947,25.08,121.232
8820,SSA,GRU,-12.911,-38.331,-23.432,-46.469
2352,TLV,SXF,32.009,34.877,52.38,13.523
17100,VIE,PEK,48.11,16.57,40.08,116.584
2245,GOI,BLR,15.381,73.833,12.95,77.668
5589,JAX,ORD,30.494,-81.688,41.979,-87.904
4949,CLT,JAX,35.214,-80.943,30.494,-81.688
11247,TIJ,HMO,32.541,-116.97,29.096,-111.048
10821,SGN,KUL,10.82,106.662,2.746,101.71
3275,AEP,MDQ,-34.559,-58.416,-37.934,-57.573
16966,SZX,XMN,22.639,113.812,24.544,118.127
14005,FLL,BOG,26.072,-80.153,4.701,-74.147
6177,NRT,BKK,35.765,140.386,13.912,100.607
11703,LAX,DEN,33.942,-118.408,39.858,-104.667
9277,CDG,BKO,49.013,2.55,12.533,-7.95
16502,KMG,CGO,24.992,102.743,34.519,113.841
5239,DFW,JAX,32.896,-97.037,30.494,-81.688
12264,SSG,CMN,3.755,8.709,33.368,-7.588
1419,HAJ,MXP,52.461,9.685,45.631,8.728
2313,PAT,CCU,25.591,85.088,22.655,88.447
11284,CDG,CTA,49.013,2.55,37.467,15.066
6674,ROC,CLT,43.119,-77.672,35.214,-80.943
1489,KGS,CGN,36.793,27.092,50.866,7.143
425,FDH,EBA,47.671,9.511,42.76,10.239
6663,RIC,MIA,37.505,-77.319,25.793,-80.291
10750,KUL,JHB,2.746,101.71,1.641,103.669
5913,LIT,DCA,34.729,-92.224,38.852,-77.037
17387,WWK,HGU,-3.584,143.669,-5.826,144.296
439,ZRH,DRS,47.465,8.549,51.133,13.767
5335,DFW,VPS,32.896,-97.037,30.483,-86.525
13183,CDG,RNS,49.013,2.55,48.069,-1.735
9011,ARN,CDG,59.652,17.919,49.013,2.55
15677,TPE,CTS,25.08,121.232,42.775,141.692
13744,TXL,PMO,52.559,13.287,38.111,13.313
8714,MCZ,REC,-9.51,-35.793,-8.126,-34.923
13236,CTA,VIE,37.467,15.066,48.11,16.57
5797,LGK,KUL,6.33,99.729,2.746,101.71
13934,BOS,MCO,42.364,-71.005,28.429,-81.316
11131,MIA,MID,25.793,-80.291,20.937,-89.657
6033,MIA,DUS,25.793,-80.291,51.289,6.767
1766,SJO,BOC,9.994,-84.209,9.341,-82.251
12207,MXP,RAK,45.631,8.728,31.607,-8.036
3862,VVC,BOG,4.168,-73.614,4.701,-74.147
15913,SCU,FCO,19.97,-75.836,41.813,12.253
3816,BSC,EOH,6.203,-77.394,6.22,-75.591
11404,AEP,UAQ,-34.559,-58.416,-31.571,-68.418
12967,ATL,AUS,33.64,-84.427,30.194,-97.67
11601,BOS,PQI,42.364,-71.005,46.689,-68.045
3715,YVR,YQZ,49.195,-123.182,53.026,-122.51
1233,AYT,CGN,36.901,30.792,50.866,7.143
12970,ATL,BHM,33.64,-84.427,33.563,-86.753
6418,PHL,BWI,39.872,-75.241,39.175,-76.668
4499,BOD,FCO,44.828,-0.716,41.813,12.253
3851,RVE,TME,6.958,-71.855,6.451,-71.76
10319,BOM,CMB,19.089,72.868,7.181,79.884
4194,NRT,BOM,35.765,140.386,19.089,72.868
6303,ORD,MSY,41.979,-87.904,29.993,-90.258
2473,YCB,YZF,69.108,-105.138,62.463,-114.44
1428,HAJ,SUF,52.461,9.685,38.906,16.242
1592,STR,BIA,48.69,9.222,42.554,9.483
9348,CDG,LIN,49.013,2.55,45.445,9.277
17527,TPE,NGO,25.08,121.232,35.255,136.924
4157,JAI,BOM,26.824,75.81,19.089,72.868
12407,GPI,CLO,2.57,-77.898,3.543,-76.381
6015,MIA,BZE,25.793,-80.291,17.539,-88.308
13064,AUH,MLE,24.433,54.651,4.192,73.529
8834,TBT,MAO,-4.256,-69.936,-3.039,-60.05
7604,SKG,TXL,40.52,22.971,52.559,13.287
15591,GBE,JNB,-24.555,25.918,-26.139,28.246
14569,JFK,MAD,40.64,-73.779,40.472,-3.561
6895,TLH,DFW,30.396,-84.35,32.896,-97.037
12214,NIM,CMN,13.481,2.184,33.368,-7.588
2249,HYD,AMD,17.452,78.461,23.075,72.632
8163,YQM,YUL,46.112,-64.679,45.468,-73.741
9823,NTE,LCY,47.153,-1.611,51.505,0.054
13819,MSQ,ASB,53.882,28.031,37.992,58.363
7333,HKT,AUH,8.113,98.317,24.433,54.651
11140,MSP,CUN,44.88,-93.217,21.036,-86.877
17299,AVN,LIG,43.907,4.902,45.863,1.179
9203,BIA,ORY,42.554,9.483,48.725,2.359
14059,JFK,CLT,40.64,-73.779,35.214,-80.943
14596,LCY,AGP,51.505,0.054,36.674,-4.499
3884,KIV,FRA,46.928,28.931,50.026,8.543
1326,CGN,TXL,50.866,7.143,52.559,13.287
6460,PHL,MAD,39.872,-75.241,40.472,-3.561
15244,NCE,SOU,43.661,7.218,50.95,-1.357
1538,PMI,DTM,39.55,2.733,51.518,7.612
6581,PHX,SNA,33.434,-112.008,33.676,-117.868
11524,ANC,ADK,61.174,-149.996,51.878,-176.646
1217,ZRH,AYT,47.465,8.549,36.901,30.792
9728,MNL,TPE,7.617,124.059,25.08,121.232
10544,IXZ,MAA,11.646,92.733,12.994,80.18
16997,TAO,TYN,36.263,120.375,37.747,112.629
14751,LHR,NCE,51.477,-0.461,43.661,7.218
2096,YZF,YYH,62.463,-114.44,69.547,-93.577
450,ELH,FLL,25.476,-76.681,26.072,-80.153
13905,BDL,FLL,41.939,-72.683,26.072,-80.153
11178,PDS,MEX,28.627,-100.535,19.436,-99.072
9925,SAN,ATL,32.733,-117.189,33.64,-84.427
7855,CPH,OSL,55.618,12.656,60.194,11.1
1149,MEX,ZCL,19.436,-99.072,22.897,-102.687
3605,ACK,BOS,41.253,-70.06,42.364,-71.005
4545,LYS,BIQ,45.726,5.091,43.468,-1.523
11213,SFO,GDL,37.619,-122.375,20.522,-103.311
8503,YYZ,ZRH,43.677,-79.631,47.465,8.549
10739,KUL,CAN,2.746,101.71,23.184,113.266
11573,ATL,SAN,33.64,-84.427,32.733,-117.189
14065,JFK,GCM,40.64,-73.779,19.293,-81.357
16149,CKG,PEK,29.719,106.641,40.08,116.584
7037,ARN,TXL,59.652,17.919,52.559,13.287
13255,DUS,CTA,51.289,6.767,37.467,15.066
16638,NKG,TAO,31.74,118.86,36.263,120.375
13916,BOS,BWI,42.364,-71.005,39.175,-76.668
2209,DEL,CJB,28.566,77.103,11.031,77.044
13696,SXB,FCO,48.538,7.628,41.813,12.253
6613,PNS,DFW,30.473,-87.187,32.896,-97.037
4036,CCU,DEL,22.655,88.447,28.566,77.103
17496,TAO,TPE,36.263,120.375,25.08,121.232
8093,YEG,YVR,53.31,-113.58,49.195,-123.182
11656,HNL,BLI,21.316,-157.927,48.792,-122.537
9588,JAN,ATL,32.311,-90.076,33.64,-84.427
9798,NCE,JFK,43.661,7.218,40.64,-73.779
6741,SEA,BOS,47.449,-122.309,42.364,-71.005
15094,CWL,BHD,51.397,-3.343,54.618,-5.873
6249,ORD,CUN,41.979,-87.904,21.036,-86.877
11580,BDL,LAX,41.939,-72.683,33.942,-118.408
9424,CFE,ORY,45.786,3.169,48.725,2.359
9438,CLY,NCE,42.531,8.793,43.661,7.218
13547,MXP,JFK,45.631,8.728,40.64,-73.779
5578,ISP,PHL,40.795,-73.1,39.872,-75.241
5919,LRD,DFW,27.544,-99.461,32.896,-97.037
11503,RSA,AFA,-36.588,-64.275,-34.588,-68.403
9894,PTP,PAP,16.265,-61.532,18.58,-72.293
13629,PRG,VCE,50.101,14.26,45.505,12.352
13032,ATL,RSW,33.64,-84.427,26.536,-81.755
13086,BEY,MXP,33.813,35.489,45.631,8.728
1424,HAJ,SKG,52.461,9.685,40.52,22.971
