index,Source airport,Destination airport,Source Latitude,Source Longitude,Destination Latitude,Destination Longitude
60721,CAJ,PZO,6.232,-62.854,8.288,-62.76
60723,CCS,BLA,10.603,-66.991,10.107,-64.689
60724,CCS,BNS,10.603,-66.991,8.619,-70.221
60725,CCS,BOG,10.603,-66.991,4.701,-74.147
60726,CCS,BRM,10.603,-66.991,10.043,-69.358
60728,CCS,CUM,10.603,-66.991,10.45,-64.13
60729,CCS,CZE,10.603,-66.991,11.415,-69.681
60731,CCS,HAV,10.603,-66.991,22.989,-82.409
60732,CCS,LFR,10.603,-66.991,8.239,-72.271
60733,CCS,LSP,10.603,-66.991,11.781,-70.152
60734,CCS,MAD,10.603,-66.991,40.472,-3.561
60735,CCS,MAR,10.603,-66.991,10.558,-71.728
60736,CCS,MRD,10.603,-66.991,8.582,-71.161
60737,CCS,MUN,10.603,-66.991,9.749,-63.152
60738,CCS,PMV,10.603,-66.991,10.912,-63.966
60739,CCS,PTY,10.603,-66.991,9.071,-79.383
60740,CCS,PYH,10.603,-66.991,5.62,-67.606
60741,CCS,PZO,10.603,-66.991,8.288,-62.76
60742,CCS,SOM,10.603,-66.991,8.945,-64.151
60743,CCS,STD,10.603,-66.991,7.565,-72.035
60744,CCS,SVZ,10.603,-66.991,7.852,-72.435
60746,CCS,VLV,10.603,-66.991,9.341,-70.584
60747,CUM,CCS,10.45,-64.13,10.603,-66.991
60748,CZE,CCS,11.415,-69.681,10.603,-66.991
60751,GND,PMV,12.004,-61.786,10.912,-63.966
60752,GND,POS,12.004,-61.786,10.595,-61.337
60753,HAV,CCS,22.989,-82.409,10.603,-66.991
60754,LFR,CCS,8.239,-72.271,10.603,-66.991
60755,LSP,CCS,11.781,-70.152,10.603,-66.991
60756,MAD,CCS,40.472,-3.561,10.603,-66.991
60757,MAO,PMV,-3.039,-60.05,10.912,-63.966
60758,MAR,CCS,10.558,-71.728,10.603,-66.991
60759,MAR,PBL,10.558,-71.728,10.48,-68.073
60760,MAR,PMV,10.558,-71.728,10.912,-63.966
60761,MGA,PTY,12.141,-86.168,9.071,-79.383
60762,MRD,CCS,8.582,-71.161,10.603,-66.991
60763,MUN,CCS,9.749,-63.152,10.603,-66.991
60764,MUN,PMV,9.749,-63.152,10.912,-63.966
60765,PBL,MAR,10.48,-68.073,10.558,-71.728
60766,PBL,PMV,10.48,-68.073,10.912,-63.966
60767,PMV,BRM,10.912,-63.966,10.043,-69.358
60768,PMV,CCS,10.912,-63.966,10.603,-66.991
60769,PMV,GND,10.912,-63.966,12.004,-61.786
60770,PMV,MAO,10.912,-63.966,-3.039,-60.05
60771,PMV,MAR,10.912,-63.966,10.558,-71.728
60772,PMV,MUN,10.912,-63.966,9.749,-63.152
60773,PMV,PBL,10.912,-63.966,10.48,-68.073
60774,PMV,POS,10.912,-63.966,10.595,-61.337
60775,PMV,PZO,10.912,-63.966,8.288,-62.76
60776,PMV,STD,10.912,-63.966,7.565,-72.035
60778,POS,GND,10.595,-61.337,12.004,-61.786
60779,POS,PMV,10.595,-61.337,10.912,-63.966
60780,PTY,CCS,9.071,-79.383,10.603,-66.991
60781,PTY,MGA,9.071,-79.383,12.141,-86.168
60782,PYH,CCS,5.62,-67.606,10.603,-66.991
60783,PZO,CAJ,8.288,-62.76,6.232,-62.854
60784,PZO,CCS,8.288,-62.76,10.603,-66.991
60786,PZO,PMV,8.288,-62.76,10.912,-63.966
60789,SOM,CCS,8.945,-64.151,10.603,-66.991
60790,STD,CCS,7.565,-72.035,10.603,-66.991
60791,STD,PMV,7.565,-72.035,10.912,-63.966
60792,SVZ,CCS,7.852,-72.435,10.603,-66.991
60795,VLV,CCS,9.341,-70.584,10.603,-66.991
60796,FCO,KIV,41.813,12.253,46.928,28.931
60798,KIV,FCO,46.928,28.931,41.813,12.253
60799,KIV,VCE,46.928,28.931,45.505,12.352
60801,VCE,KIV,45.505,12.352,46.928,28.931
60804,AGP,BOD,36.674,-4.499,44.828,-0.716
60805,AJA,BES,41.924,8.803,48.448,-4.418
60806,AJA,BOD,41.924,8.803,44.828,-0.716
60807,AJA,CFR,41.924,8.803,49.173,-0.45
60808,AJA,LIL,41.924,8.803,50.562,3.089
60809,AJA,MPL,41.924,8.803,43.576,3.963
60810,AJA,NTE,41.924,8.803,47.153,-1.611
60811,AJA,SXB,41.924,8.803,48.538,7.628
60812,AJA,TLS,41.924,8.803,43.629,1.364
60814,BES,AJA,48.448,-4.418,41.924,8.803
60815,BES,BIA,48.448,-4.418,42.554,9.483
60816,BIA,BES,42.554,9.483,48.448,-4.418
60817,BIA,BOD,42.554,9.483,44.828,-0.716
60818,BIA,LIL,42.554,9.483,50.562,3.089
60819,BIA,NTE,42.554,9.483,47.153,-1.611
60820,BIA,SXB,42.554,9.483,48.538,7.628
60821,BIA,TLS,42.554,9.483,43.629,1.364
60822,BIO,VCE,43.301,-2.911,45.505,12.352
60823,BIQ,SXB,43.468,-1.523,48.538,7.628
60824,BOD,AGP,44.828,-0.716,36.674,-4.499
60825,BOD,AJA,44.828,-0.716,41.924,8.803
60826,BOD,BIA,44.828,-0.716,42.554,9.483
60827,BOD,CLY,44.828,-0.716,42.531,8.793
60828,BOD,FLR,44.828,-0.716,43.81,11.205
60829,BOD,FSC,44.828,-0.716,41.501,9.098
60830,BOD,MUC,44.828,-0.716,48.354,11.786
60831,BOD,OLB,44.828,-0.716,40.899,9.518
60832,BOD,PMI,44.828,-0.716,39.55,2.733
60833,BOD,PMO,44.828,-0.716,38.176,13.091
60833,BOD,PMO,44.828,-0.716,38.111,13.313
60834,BOD,SXB,44.828,-0.716,48.538,7.628
60835,BOD,TFS,44.828,-0.716,28.044,-16.572
60836,BOD,VCE,44.828,-0.716,45.505,12.352
60837,BRI,CTA,41.138,16.761,37.467,15.066
60838,BRI,PMO,41.138,16.761,38.176,13.091
60838,BRI,PMO,41.138,16.761,38.111,13.313
60839,BRI,VCE,41.138,16.761,45.505,12.352
60840,BRI,VRN,41.138,16.761,45.396,10.888
60841,CFR,AJA,49.173,-0.45,41.924,8.803
60842,CLY,BOD,42.531,8.793,44.828,-0.716
60843,CLY,NTE,42.531,8.793,47.153,-1.611
60845,CTA,BRI,37.467,15.066,41.138,16.761
60846,CTA,FLR,37.467,15.066,43.81,11.205
60847,CTA,GOA,37.467,15.066,44.412,8.842
60848,CTA,VCE,37.467,15.066,45.505,12.352
60849,FLR,BOD,43.81,11.205,44.828,-0.716
60850,FLR,CTA,43.81,11.205,37.467,15.066
60851,FLR,NTE,43.81,11.205,47.153,-1.611
60852,FLR,PMO,43.81,11.205,38.176,13.091
60852,FLR,PMO,43.81,11.205,38.111,13.313
60853,FSC,BOD,41.501,9.098,44.828,-0.716
60854,FSC,NTE,41.501,9.098,47.153,-1.611
60855,FUE,NTE,28.453,-13.864,47.153,-1.611
60856,GOA,CTA,44.412,8.842,37.467,15.066
60857,GOA,NAP,44.412,8.842,40.886,14.291
60858,GOA,OLB,44.412,8.842,40.899,9.518
60859,GOA,PMO,44.412,8.842,38.176,13.091
60859,GOA,PMO,44.412,8.842,38.111,13.313
60860,JTR,VCE,36.4,25.479,45.505,12.352
60861,LIL,AJA,50.562,3.089,41.924,8.803
60862,LIL,BIA,50.562,3.089,42.554,9.483
60863,LMP,VCE,35.498,12.618,45.505,12.352
60864,MPL,AJA,43.576,3.963,41.924,8.803
60865,MPL,NTE,43.576,3.963,47.153,-1.611
60866,MPL,SXB,43.576,3.963,48.538,7.628
60867,MUC,BOD,48.354,11.786,44.828,-0.716
60868,MUC,NTE,48.354,11.786,47.153,-1.611
60869,NAP,GOA,40.886,14.291,44.412,8.842
60870,NAP,NTE,40.886,14.291,47.153,-1.611
60871,NAP,PMO,40.886,14.291,38.176,13.091
60871,NAP,PMO,40.886,14.291,38.111,13.313
60872,NTE,AJA,47.153,-1.611,41.924,8.803
60873,NTE,BIA,47.153,-1.611,42.554,9.483
60874,NTE,CLY,47.153,-1.611,42.531,8.793
60875,NTE,FLR,47.153,-1.611,43.81,11.205
60876,NTE,FSC,47.153,-1.611,41.501,9.098
60877,NTE,FUE,47.153,-1.611,28.453,-13.864
60878,NTE,MPL,47.153,-1.611,43.576,3.963
60879,NTE,MUC,47.153,-1.611,48.354,11.786
60880,NTE,NAP,47.153,-1.611,40.886,14.291
60881,NTE,OLB,47.153,-1.611,40.899,9.518
60882,NTE,PGF,47.153,-1.611,42.74,2.871
60883,NTE,PMI,47.153,-1.611,39.55,2.733
60884,NTE,PMO,47.153,-1.611,38.176,13.091
60884,NTE,PMO,47.153,-1.611,38.111,13.313
60885,NTE,PRG,47.153,-1.611,50.101,14.26
60886,NTE,SXB,47.153,-1.611,48.538,7.628
60887,NTE,TFS,47.153,-1.611,28.044,-16.572
60888,NTE,VCE,47.153,-1.611,45.505,12.352
60889,NTE,VLC,47.153,-1.611,39.489,-0.481
60890,OLB,BOD,40.899,9.518,44.828,-0.716
60891,OLB,GOA,40.899,9.518,44.412,8.842
60892,OLB,NTE,40.899,9.518,47.153,-1.611
60893,OLB,VCE,40.899,9.518,45.505,12.352
60894,OVD,PMI,43.563,-6.034,39.55,2.733
60895,OVD,VLC,43.563,-6.034,39.489,-0.481
60896,PGF,NTE,42.74,2.871,47.153,-1.611
60897,PMI,BOD,39.55,2.733,44.828,-0.716
60898,PMI,NTE,39.55,2.733,47.153,-1.611
60899,PMI,OVD,39.55,2.733,43.563,-6.034
60900,PMO,BOD,38.176,13.091,44.828,-0.716
60900,PMO,BOD,38.111,13.313,44.828,-0.716
60901,PMO,BRI,38.176,13.091,41.138,16.761
60901,PMO,BRI,38.111,13.313,41.138,16.761
60902,PMO,FLR,38.176,13.091,43.81,11.205
60902,PMO,FLR,38.111,13.313,43.81,11.205
60903,PMO,GOA,38.176,13.091,44.412,8.842
60903,PMO,GOA,38.111,13.313,44.412,8.842
60904,PMO,NAP,38.176,13.091,40.886,14.291
60904,PMO,NAP,38.111,13.313,40.886,14.291
60905,PMO,NTE,38.176,13.091,47.153,-1.611
60905,PMO,NTE,38.111,13.313,47.153,-1.611
60906,PMO,SXB,38.176,13.091,48.538,7.628
60906,PMO,SXB,38.111,13.313,48.538,7.628
60907,PMO,TRN,38.176,13.091,45.201,7.649
60907,PMO,TRN,38.111,13.313,45.201,7.649
60908,PMO,VCE,38.176,13.091,45.505,12.352
60908,PMO,VCE,38.111,13.313,45.505,12.352
60909,PMO,VRN,38.176,13.091,45.396,10.888
60909,PMO,VRN,38.111,13.313,45.396,10.888
60910,PNL,VCE,36.816,11.969,45.505,12.352
60911,PRG,NTE,50.101,14.26,47.153,-1.611
60912,REG,VCE,38.071,15.651,45.505,12.352
60913,SXB,AJA,48.538,7.628,41.924,8.803
60914,SXB,BIA,48.538,7.628,42.554,9.483
60915,SXB,BIQ,48.538,7.628,43.468,-1.523
60916,SXB,BOD,48.538,7.628,44.828,-0.716
60917,SXB,MPL,48.538,7.628,43.576,3.963
60918,SXB,NTE,48.538,7.628,47.153,-1.611
60919,SXB,PMO,48.538,7.628,38.176,13.091
60919,SXB,PMO,48.538,7.628,38.111,13.313
60920,TFS,BOD,28.044,-16.572,44.828,-0.716
60921,TFS,NTE,28.044,-16.572,47.153,-1.611
60922,TLS,AJA,43.629,1.364,41.924,8.803
60923,TLS,BIA,43.629,1.364,42.554,9.483
60924,TRN,PMO,45.201,7.649,38.176,13.091
60924,TRN,PMO,45.201,7.649,38.111,13.313
60925,VCE,BIO,45.505,12.352,43.301,-2.911
60926,VCE,BOD,45.505,12.352,44.828,-0.716
60927,VCE,BRI,45.505,12.352,41.138,16.761
60928,VCE,CTA,45.505,12.352,37.467,15.066
60929,VCE,JTR,45.505,12.352,36.4,25.479
60930,VCE,LMP,45.505,12.352,35.498,12.618
60931,VCE,NTE,45.505,12.352,47.153,-1.611
60932,VCE,OLB,45.505,12.352,40.899,9.518
60933,VCE,PMO,45.505,12.352,38.176,13.091
60933,VCE,PMO,45.505,12.352,38.111,13.313
60934,VCE,PNL,45.505,12.352,36.816,11.969
60935,VCE,REG,45.505,12.352,38.071,15.651
60936,VLC,NTE,39.489,-0.481,47.153,-1.611
60937,VLC,OVD,39.489,-0.481,43.563,-6.034
60938,VRN,BRI,45.396,10.888,41.138,16.761
60939,VRN,PMO,45.396,10.888,38.176,13.091
60939,VRN,PMO,45.396,10.888,38.111,13.313
60940,BHD,IOM,54.618,-5.873,54.083,-4.624
60941,BLK,IOM,53.772,-3.029,54.083,-4.624
60943,GLO,IOM,51.894,-2.167,54.083,-4.624
60944,IOM,BHD,54.083,-4.624,54.618,-5.873
60945,IOM,BLK,54.083,-4.624,53.772,-3.029
60946,IOM,GLO,54.083,-4.624,51.894,-2.167
60947,IOM,NCL,54.083,-4.624,55.038,-1.692
60948,NCL,IOM,55.038,-1.692,54.083,-4.624
60950,ABX,SYD,-36.068,146.958,-33.946,151.177
60951,ADL,AKL,-34.945,138.531,-37.008,174.792
60952,ADL,BNE,-34.945,138.531,-27.384,153.118
60953,ADL,CBR,-34.945,138.531,-35.308,149.194
60954,ADL,DPS,-34.945,138.531,-8.748,115.167
60955,ADL,MEL,-34.945,138.531,-37.673,144.843
60956,ADL,OOL,-34.945,138.531,-28.164,153.505
60957,ADL,PER,-34.945,138.531,-31.94,115.967
60958,ADL,SIN,-34.945,138.531,1.356,103.987
60959,ADL,SYD,-34.945,138.531,-33.946,151.177
60960,AKL,ADL,-37.008,174.792,-34.945,138.531
60961,AKL,APW,-37.008,174.792,-13.83,-172.008
60962,AKL,BNE,-37.008,174.792,-27.384,153.118
60963,AKL,CNS,-37.008,174.792,-16.886,145.755
60964,AKL,MEL,-37.008,174.792,-37.673,144.843
60965,AKL,OOL,-37.008,174.792,-28.164,153.505
60966,AKL,PER,-37.008,174.792,-31.94,115.967
60967,AKL,RAR,-37.008,174.792,-21.203,-159.806
60968,AKL,SYD,-37.008,174.792,-33.946,151.177
60969,AKL,TBU,-37.008,174.792,-21.241,-175.15
60972,APW,AKL,-13.83,-172.008,-37.008,174.792
60973,ATL,CMH,33.64,-84.427,39.998,-82.892
60974,ATL,CUN,33.64,-84.427,21.036,-86.877
60975,ATL,CZM,33.64,-84.427,20.522,-86.926
60976,ATL,IAH,33.64,-84.427,29.98,-95.34
60977,ATL,IND,33.64,-84.427,39.717,-86.294
60978,ATL,LAX,33.64,-84.427,33.942,-118.408
60979,ATL,MEX,33.64,-84.427,19.436,-99.072
60980,ATL,MIA,33.64,-84.427,25.793,-80.291
60981,ATL,SJD,33.64,-84.427,23.152,-109.721
60982,AUH,ISB,24.433,54.651,33.616,73.099
60983,AUH,LHE,24.433,54.651,31.521,74.403
60984,AUH,MEL,24.433,54.651,-37.673,144.843
60985,AUH,PEW,24.433,54.651,33.994,71.514
60986,AUH,SIN,24.433,54.651,1.356,103.987
60987,AUH,SYD,24.433,54.651,-33.946,151.177
60992,BNE,ADL,-27.384,153.118,-34.945,138.531
60993,BNE,AKL,-27.384,153.118,-37.008,174.792
60994,BNE,APW,-27.384,153.118,-13.83,-172.008
60996,BNE,CBR,-27.384,153.118,-35.308,149.194
60997,BNE,CHC,-27.384,153.118,-43.489,172.532
60999,BNE,CNS,-27.384,153.118,-16.886,145.755
61000,BNE,DPS,-27.384,153.118,-8.748,115.167
61002,BNE,DUD,-27.384,153.118,-45.928,170.198
61005,BNE,HBA,-27.384,153.118,-42.836,147.51
61008,BNE,ISA,-27.384,153.118,-20.664,139.489
61009,BNE,LAX,-27.384,153.118,33.942,-118.408
61010,BNE,MEL,-27.384,153.118,-37.673,144.843
61011,BNE,MKY,-27.384,153.118,-21.172,149.18
61013,BNE,NAN,-27.384,153.118,-17.754,177.443
61015,BNE,PER,-27.384,153.118,-31.94,115.967
61016,BNE,POM,-27.384,153.118,-9.443,147.22
61017,BNE,PPP,-27.384,153.118,-20.495,148.552
61019,BNE,ROK,-27.384,153.118,-23.382,150.475
61020,BNE,SIN,-27.384,153.118,1.356,103.987
61021,BNE,SYD,-27.384,153.118,-33.946,151.177
61022,BNE,TSV,-27.384,153.118,-19.253,146.765
61023,BNE,VLI,-27.384,153.118,-17.699,168.32
61024,BNE,WLG,-27.384,153.118,-41.327,174.805
61025,BNE,ZQN,-27.384,153.118,-45.021,168.739
61029,CBR,ADL,-35.308,149.194,-34.945,138.531
61030,CBR,BNE,-35.308,149.194,-27.384,153.118
61031,CBR,MEL,-35.308,149.194,-37.673,144.843
61032,CBR,OOL,-35.308,149.194,-28.164,153.505
61033,CBR,SYD,-35.308,149.194,-33.946,151.177
61035,CFS,MEL,-30.321,153.116,-37.673,144.843
61036,CFS,SYD,-30.321,153.116,-33.946,151.177
61037,CHC,BNE,-43.489,172.532,-27.384,153.118
61038,CHC,MEL,-43.489,172.532,-37.673,144.843
61039,CHC,OOL,-43.489,172.532,-28.164,153.505
61040,CHC,SYD,-43.489,172.532,-33.946,151.177
61041,CMH,ATL,39.998,-82.892,33.64,-84.427
61043,CNS,AKL,-16.886,145.755,-37.008,174.792
61044,CNS,BNE,-16.886,145.755,-27.384,153.118
61045,CNS,MEL,-16.886,145.755,-37.673,144.843
61046,CNS,SYD,-16.886,145.755,-33.946,151.177
61047,CPT,JNB,-33.965,18.602,-26.139,28.246
61048,CUN,ATL,21.036,-86.877,33.64,-84.427
61049,CZM,ATL,20.522,-86.926,33.64,-84.427
61050,DAD,REP,16.044,108.199,13.411,103.813
61051,DAD,SIN,16.044,108.199,1.356,103.987
61053,DPS,ADL,-8.748,115.167,-34.945,138.531
61054,DPS,BNE,-8.748,115.167,-27.384,153.118
61055,DPS,MEL,-8.748,115.167,-37.673,144.843
61056,DPS,PER,-8.748,115.167,-31.94,115.967
61057,DPS,PHE,-8.748,115.167,-20.378,118.626
61058,DPS,SYD,-8.748,115.167,-33.946,151.177
61069,HBA,BNE,-42.836,147.51,-27.384,153.118
61070,HBA,MEL,-42.836,147.51,-37.673,144.843
61071,HBA,SYD,-42.836,147.51,-33.946,151.177
61073,HKT,PER,8.113,98.317,-31.94,115.967
61074,HNL,SYD,21.316,-157.927,-33.946,151.177
61079,IAH,ATL,29.98,-95.34,33.64,-84.427
61080,IND,ATL,39.717,-86.294,33.64,-84.427
61081,ISA,BNE,-20.664,139.489,-27.384,153.118
61082,ISB,AUH,33.616,73.099,24.433,54.651
61083,JNB,CPT,-26.139,28.246,-33.965,18.602
61084,JNB,SIN,-26.139,28.246,1.356,103.987
61085,KGI,MEL,-30.789,121.462,-37.673,144.843
61086,KGI,PER,-30.789,121.462,-31.94,115.967
61087,KNX,PER,-15.778,128.707,-31.94,115.967
61088,KTA,PER,-20.712,116.773,-31.94,115.967
61089,LAX,ATL,33.942,-118.408,33.64,-84.427
61090,LAX,BNE,33.942,-118.408,-27.384,153.118
61091,LAX,MEL,33.942,-118.408,-37.673,144.843
61092,LAX,MSY,33.942,-118.408,29.993,-90.258
61093,LAX,SYD,33.942,-118.408,-33.946,151.177
61094,LEA,PER,25.284,49.486,-31.94,115.967
61094,LEA,PER,-22.236,114.089,-31.94,115.967
61095,LHE,AUH,31.521,74.403,24.433,54.651
61096,LST,MEL,-41.545,147.214,-37.673,144.843
61097,LST,SYD,-41.545,147.214,-33.946,151.177
61098,MAN,MUC,53.354,-2.275,48.354,11.786
61099,MCY,MEL,-26.603,153.091,-37.673,144.843
61100,MCY,SYD,-26.603,153.091,-33.946,151.177
61101,MEL,ADL,-37.673,144.843,-34.945,138.531
61102,MEL,AKL,-37.673,144.843,-37.008,174.792
61103,MEL,AUH,-37.673,144.843,24.433,54.651
61104,MEL,BNE,-37.673,144.843,-27.384,153.118
61105,MEL,CBR,-37.673,144.843,-35.308,149.194
61106,MEL,CFS,-37.673,144.843,-30.321,153.116
61107,MEL,CHC,-37.673,144.843,-43.489,172.532
61108,MEL,CNS,-37.673,144.843,-16.886,145.755
61109,MEL,DPS,-37.673,144.843,-8.748,115.167
61111,MEL,HBA,-37.673,144.843,-42.836,147.51
61113,MEL,KGI,-37.673,144.843,-30.789,121.462
61114,MEL,LAX,-37.673,144.843,33.942,-118.408
61115,MEL,LST,-37.673,144.843,-41.545,147.214
61116,MEL,MCY,-37.673,144.843,-26.603,153.091
61118,MEL,NAN,-37.673,144.843,-17.754,177.443
61120,MEL,OOL,-37.673,144.843,-28.164,153.505
61121,MEL,PER,-37.673,144.843,-31.94,115.967
61122,MEL,SIN,-37.673,144.843,1.356,103.987
61123,MEL,SYD,-37.673,144.843,-33.946,151.177
61124,MEL,WLG,-37.673,144.843,-41.327,174.805
61125,MEX,ATL,19.436,-99.072,33.64,-84.427
61126,MIA,ATL,25.793,-80.291,33.64,-84.427
61127,MKY,BNE,-21.172,149.18,-27.384,153.118
61128,MKY,SYD,-21.172,149.18,-33.946,151.177
61131,MSY,LAX,29.993,-90.258,33.942,-118.408
61132,MUC,MAN,48.354,11.786,53.354,-2.275
61133,MUC,SIN,48.354,11.786,1.356,103.987
61134,NAN,BNE,-17.754,177.443,-27.384,153.118
61135,NAN,MEL,-17.754,177.443,-37.673,144.843
61136,NAN,SYD,-17.754,177.443,-33.946,151.177
61139,OOL,ADL,-28.164,153.505,-34.945,138.531
61140,OOL,AKL,-28.164,153.505,-37.008,174.792
61141,OOL,CBR,-28.164,153.505,-35.308,149.194
61142,OOL,CHC,-28.164,153.505,-43.489,172.532
61143,OOL,MEL,-28.164,153.505,-37.673,144.843
61144,OOL,SYD,-28.164,153.505,-33.946,151.177
61146,PER,ADL,-31.94,115.967,-34.945,138.531
61147,PER,AKL,-31.94,115.967,-37.008,174.792
61150,PER,BNE,-31.94,115.967,-27.384,153.118
61153,PER,DPS,-31.94,115.967,-8.748,115.167
61157,PER,HKT,-31.94,115.967,8.113,98.317
61158,PER,KGI,-31.94,115.967,-30.789,121.462
61159,PER,KNX,-31.94,115.967,-15.778,128.707
61160,PER,KTA,-31.94,115.967,-20.712,116.773
61161,PER,LEA,-31.94,115.967,25.284,49.486
61161,PER,LEA,-31.94,115.967,-22.236,114.089
61162,PER,MEL,-31.94,115.967,-37.673,144.843
61164,PER,PHE,-31.94,115.967,-20.378,118.626
61166,PER,SIN,-31.94,115.967,1.356,103.987
61167,PER,SYD,-31.94,115.967,-33.946,151.177
61170,PEW,AUH,33.994,71.514,24.433,54.651
61172,PHE,DPS,-20.378,118.626,-8.748,115.167
61173,PHE,PER,-20.378,118.626,-31.94,115.967
61174,PNH,SIN,11.546,104.844,1.356,103.987
61175,POM,BNE,-9.443,147.22,-27.384,153.118
61176,PPP,BNE,-20.495,148.552,-27.384,153.118
61179,RAR,AKL,-21.203,-159.806,-37.008,174.792
61180,REP,DAD,13.411,103.813,16.044,108.199
61181,REP,PNH,13.411,103.813,11.546,104.844
61182,REP,SIN,13.411,103.813,1.356,103.987
61183,ROK,BNE,-23.382,150.475,-27.384,153.118
61185,SIN,ADL,1.356,103.987,-34.945,138.531
61186,SIN,AUH,1.356,103.987,24.433,54.651
61187,SIN,BNE,1.356,103.987,-27.384,153.118
61188,SIN,DAD,1.356,103.987,16.044,108.199
61190,SIN,JNB,1.356,103.987,-26.139,28.246
61191,SIN,MEL,1.356,103.987,-37.673,144.843
61192,SIN,MUC,1.356,103.987,48.354,11.786
61193,SIN,PER,1.356,103.987,-31.94,115.967
61194,SIN,REP,1.356,103.987,13.411,103.813
61195,SIN,SYD,1.356,103.987,-33.946,151.177
61196,SJD,ATL,23.152,-109.721,33.64,-84.427
61197,SYD,ABX,-33.946,151.177,-36.068,146.958
61198,SYD,ADL,-33.946,151.177,-34.945,138.531
61199,SYD,AKL,-33.946,151.177,-37.008,174.792
61200,SYD,APW,-33.946,151.177,-13.83,-172.008
61201,SYD,AUH,-33.946,151.177,24.433,54.651
61203,SYD,BNE,-33.946,151.177,-27.384,153.118
61205,SYD,CBR,-33.946,151.177,-35.308,149.194
61206,SYD,CFS,-33.946,151.177,-30.321,153.116
61207,SYD,CHC,-33.946,151.177,-43.489,172.532
61208,SYD,CNS,-33.946,151.177,-16.886,145.755
61209,SYD,DPS,-33.946,151.177,-8.748,115.167
61211,SYD,HBA,-33.946,151.177,-42.836,147.51
61212,SYD,HKG,-33.946,151.177,22.309,113.914
61213,SYD,HNL,-33.946,151.177,21.316,-157.927
61216,SYD,LAX,-33.946,151.177,33.942,-118.408
61217,SYD,LST,-33.946,151.177,-41.545,147.214
61218,SYD,MCY,-33.946,151.177,-26.603,153.091
61219,SYD,MEL,-33.946,151.177,-37.673,144.843
61220,SYD,MKY,-33.946,151.177,-21.172,149.18
61221,SYD,NAN,-33.946,151.177,-17.754,177.443
61222,SYD,OOL,-33.946,151.177,-28.164,153.505
61223,SYD,PER,-33.946,151.177,-31.94,115.967
61225,SYD,SIN,-33.946,151.177,1.356,103.987
61226,SYD,TBU,-33.946,151.177,-21.241,-175.15
61227,SYD,TSV,-33.946,151.177,-19.253,146.765
61228,SYD,WLG,-33.946,151.177,-41.327,174.805
61229,TBU,AKL,-21.241,-175.15,-37.008,174.792
61230,TBU,SYD,-21.241,-175.15,-33.946,151.177
61231,TSV,BNE,-19.253,146.765,-27.384,153.118
61232,TSV,SYD,-19.253,146.765,-33.946,151.177
61233,VLI,BNE,-17.699,168.32,-27.384,153.118
61234,WLG,BNE,-41.327,174.805,-27.384,153.118
61235,WLG,MEL,-41.327,174.805,-37.673,144.843
61236,WLG,SYD,-41.327,174.805,-33.946,151.177
61240,ACA,MTY,16.757,-99.753,25.778,-100.107
61241,BJX,MTY,20.993,-101.481,25.778,-100.107
61242,CJS,GDL,31.636,-106.429,20.522,-103.311
61243,CJS,MTY,31.636,-106.429,25.778,-100.107
61244,CUL,LAP,24.764,-107.474,24.072,-110.362
61245,CUL,MTY,24.764,-107.474,25.778,-100.107
61246,CUL,SJD,24.764,-107.474,23.152,-109.721
61247,CUL,TIJ,24.764,-107.474,32.541,-116.97
61248,CUN,GDL,21.036,-86.877,20.522,-103.311
61249,CUN,MEX,21.036,-86.877,19.436,-99.072
61250,CUN,MTY,21.036,-86.877,25.778,-100.107
61251,CUN,OAX,21.036,-86.877,17.0,-96.726
61252,CUN,REX,21.036,-86.877,26.009,-98.228
61253,CUN,TAM,21.036,-86.877,22.296,-97.866
61254,CUN,TGZ,21.036,-86.877,16.769,-93.341
61255,CUN,TRC,21.036,-86.877,25.568,-103.411
61256,CUN,VER,21.036,-86.877,19.145,-96.187
61257,CUN,VSA,21.036,-86.877,17.997,-92.817
61258,CUU,MTY,28.703,-105.964,25.778,-100.107
61259,GDL,CJS,20.522,-103.311,31.636,-106.429
61260,GDL,CUN,20.522,-103.311,21.036,-86.877
61261,GDL,HMO,20.522,-103.311,29.096,-111.048
61262,GDL,LAP,20.522,-103.311,24.072,-110.362
61263,GDL,MEX,20.522,-103.311,19.436,-99.072
61264,GDL,MID,20.522,-103.311,20.937,-89.657
61265,GDL,MTY,20.522,-103.311,25.778,-100.107
61266,GDL,REX,20.522,-103.311,26.009,-98.228
61267,GDL,SJD,20.522,-103.311,23.152,-109.721
61268,GDL,TGZ,20.522,-103.311,16.769,-93.341
61269,GDL,TRC,20.522,-103.311,25.568,-103.411
61270,GDL,VER,20.522,-103.311,19.145,-96.187
61271,GDL,VSA,20.522,-103.311,17.997,-92.817
61272,HMO,GDL,29.096,-111.048,20.522,-103.311
61273,HMO,MTY,29.096,-111.048,25.778,-100.107
61274,IAH,MTY,29.98,-95.34,25.778,-100.107
61275,LAP,CUL,24.072,-110.362,24.764,-107.474
61276,LAP,GDL,24.072,-110.362,20.522,-103.311
61277,LAP,MTY,24.072,-110.362,25.778,-100.107
61278,LAP,MZT,24.072,-110.362,23.161,-106.266
61279,MEX,CUN,19.436,-99.072,21.036,-86.877
61280,MEX,GDL,19.436,-99.072,20.522,-103.311
61281,MEX,MTY,19.436,-99.072,25.778,-100.107
